,Positive,ROI_past_ma10
506,1,-0.003320192226074094
507,1,-0.0029624280212349396
508,1,-0.0028510128191788454
509,1,-0.0028271529198608653
510,1,-0.0025874337502150885
511,0,-0.0020369108459628166
512,1,-0.002408981344308187
513,0,-0.001862793659099919
514,1,-0.0016802120689096462
515,1,-0.0011130207467131093
516,1,-0.0011295596565083243
517,0,-0.0009586391119989799
518,0,-0.0007161610241427956
519,0,-0.0014350933127519191
520,1,-0.0014816654962162585
521,1,-0.000845830136138851
522,0,-0.0004443764745661939
523,1,-0.0006228573653499211
524,1,-0.00032138464315094886
525,1,-0.0004903293698162101
526,0,-0.0005072981784430029
527,1,-0.0009881089482824243
528,1,-0.000544644179048343
529,1,-0.00020629762192513556
530,1,0.0002085112131370118
531,1,0.00022699961441994675
532,1,0.00033036027774792544
533,0,0.0003085506888124783
534,0,0.0006018785631124997
535,1,0.0004709425547368988
536,1,0.00052684267813772
537,0,0.0008609074038715073
538,1,0.0004682379827920188
539,0,0.0008646354625159842
540,1,0.0006549463345427092
541,0,5.4402925789743016e-05
542,1,4.404315992516481e-05
543,1,-0.00040117859566662835
544,0,-0.0002740154103421004
545,0,-0.00040910698650692716
546,0,-0.0004631020685149383
547,0,-0.0011234292691308268
548,1,-0.0010781731472068378
549,0,-0.0008126716998557642
550,0,-0.0008256942555610424
551,0,-0.0005355116161636482
552,1,-0.001064459992357922
553,1,-0.0009971530856023078
554,0,-0.00031904607213959906
555,1,-0.0006655279537140743
556,1,-0.0011784360693302205
557,0,0.0006059330524619805
558,1,0.0016243202410730067
559,0,0.0017851397231690852
560,1,0.0019296545594969508
561,1,0.003276732332910021
562,0,0.003045207917776663
563,0,0.0031638131100275605
564,0,0.002916179130469271
565,0,0.0024471741463834035
566,1,0.0019266839297989475
567,0,0.0018069070052742309
568,0,0.0020287518911045396
569,1,0.0015565530471526648
570,0,0.001586546728240669
571,0,0.0011585170830185493
572,1,0.0017440842572076542
573,1,0.001720926371150842
574,0,0.001586054605964635
575,0,0.0017387380812701728
576,0,0.0013560582399646864
577,0,0.0008756163804186936
578,1,0.000778671869657278
579,0,0.001066460396068539
580,0,0.000726835465015036
581,1,0.0008421040034478598
582,1,0.000784778207286288
583,1,0.001080994133224986
584,0,0.001029443815027652
585,1,0.0003606879013428539
586,1,0.000937551305506991
587,0,0.0011451138291579338
588,0,0.0008243124663393876
589,0,0.0006151739351582342
590,1,0.0006529784368538815
591,1,0.0004910429913639535
592,1,0.0005979387066734513
593,0,0.0005078319071902006
594,1,0.00044084958939792846
595,0,0.0005904189327984526
596,0,0.0007612997219658877
597,1,0.000629858848511932
598,0,0.0009530039993893944
599,0,0.0008674781187807709
600,1,0.0009719538648487196
601,0,0.0012044657064110527
602,0,0.0011643550382823597
603,0,0.001142261156064341
604,1,7.595162071482628e-05
605,1,0.000215849132181228
606,0,0.00041810846037966564
607,1,-0.00020540493027464382
608,1,-0.00026892508237823953
609,1,-0.00037180929377058985
610,0,-0.00033646881724364627
611,0,-0.0007983451563251961
612,1,-0.00046398272485461697
613,0,-0.00023721990306536974
614,1,-0.0002520387341051463
615,0,-0.0002643405386778283
616,1,-0.0005450848728111127
617,0,-0.00044009639200599316
618,0,-0.00043520839620901376
619,1,-0.000511242269998975
620,1,-0.0002769970938508538
621,1,-0.0006283990988309854
622,0,-0.0007185942020204465
623,1,-0.0006966807072430568
624,0,-0.0005932833940596183
625,0,-0.0012733735017879024
626,0,-0.001474869791542907
627,0,-0.0014286802341745522
