,ROI,ROI_past_ma10
0,-0.046153846153846156,
1,0.0770491803278689,
2,0.031852848811125996,
3,-0.11484593837535018,
4,0.004016064257028192,
5,0.001512401693889811,
6,0.024650533593867437,
7,0.059502923976608085,
8,0.000550055005500636,
9,0.037800687285223365,
10,0.055733333333333426,0.007593491042191608
11,0.043060925209971866,0.011969840341386317
12,-0.058060372511239515,0.014560764080435114
13,0.04114729928963956,0.00897452280415245
14,-0.021340273259596625,0.011272578267401528
15,0.050666314817258064,0.009098388165601653
16,-0.0626695955549812,0.011696383581330178
17,-0.013221802482460927,0.007321914220370686
18,0.08664850136239781,0.00618059662576893
19,0.04093859211183226,0.010415749506644133
20,0.09398176291793318,0.01194189163690354
21,-0.060266370699223006,0.015848552174095427
22,-0.01373658086113353,0.012388782952580953
23,-0.025995509866477477,0.011252897569375975
24,-0.030646153846153785,0.009700880592882082
25,-0.05255964214711734,0.008086999215320648
26,0.01263020833333332,0.0057544360859961095
27,-0.015974025974026026,0.006009094317378969
28,0.0487741262389149,0.00522398287840022
29,-0.05124999999999993,0.006725711959797277
30,0.006905370843989668,0.004793188227804037
31,-0.0262041427501871,0.004861323150906799
32,0.026227390180878565,0.003890527341497615
33,0.004163997437540045,0.004567401972994007
34,0.035427875342604755,0.00455553713371595
35,-0.06069306930693065,0.005437603939684201
36,0.08636363636363639,0.0036006407939449
37,-0.03948620361560411,0.00583747851204467
38,-0.0017915795759927602,0.004644750035001281
39,-0.02861386138613862,0.00447971594241169
40,-0.00747086363183584,0.0036523765091979327
41,0.018907353965568773,0.0033810779691727183
42,-0.025807065993714958,0.0037507512071821483
43,-0.009366988759613516,0.003063360109486867
44,-0.11343579573624192,0.002780852180643676
45,-0.04920049200492011,0.00019826000471288513
46,-0.01808462238398548,-0.0008756259085400061
47,0.006354515050167148,-0.0012417747697196972
48,-0.03236704446381864,-0.0010835187318053877
49,0.020321860683660334,-0.0017219580324587195
50,-0.013214327112553617,-0.0012810816581363383
51,0.058513750731421885,-0.0015150668631249125
52,0.019303305968493396,-0.0003606665247682433
53,-0.007436570428696332,1.0351824161221612e-05
54,0.007311399135925677,-0.00012755414348428865
55,0.010462074978203941,7.699552504983457e-06
56,-0.016146393972012917,0.0001943848279638934
57,0.003117944307063671,-9.229550186026114e-05
